League,Season,Team,Location,M,W,D,L,G,GA,PTS,xG,xGA,xPTS
EPL,2018,Manchester United,home,19,10,6,3,33,25,36,36.57,23.21,34.12
EPL,2018,Manchester United,away,19,9,3,7,32,29,30,32.05,29.09,27.74
EPL,2018,Watford,home,19,8,3,8,26,28,27,24.78,30.33,22.55
EPL,2018,Watford,away,19,6,5,8,26,31,23,26.95,32.96,23.45
EPL,2018,Burnley,home,19,7,2,10,24,32,23,25.77,28.09,25.4
EPL,2018,Burnley,away,19,4,5,10,21,36,17,18.97,38.03,16.6
EPL,2018,Huddersfield,home,19,2,3,14,10,31,9,15.71,30.66,15.91
EPL,2018,Huddersfield,away,19,1,4,14,12,45,7,13.29,36.54,13.7
EPL,2018,Brighton,home,19,6,5,8,19,28,23,20.63,25.41,23.37
EPL,2018,Brighton,away,19,3,4,12,16,32,13,16.4,37.05,12.82
EPL,2018,Cardiff,home,19,6,2,11,21,38,20,24.55,26.91,24.21
EPL,2018,Cardiff,away,19,4,2,13,13,31,14,17.22,39.59,13.24
EPL,2018,Fulham,home,19,6,3,10,22,36,21,24.75,30.31,22.07
EPL,2018,Fulham,away,19,1,2,16,12,45,5,17.87,43.28,11.54
EPL,2018,Wolverhampton Wanderers,home,19,10,4,5,28,21,34,31.78,18.73,33.85
EPL,2018,Wolverhampton Wanderers,away,19,6,5,8,19,25,23,21.28,23.96,26.06
EPL,2019,Aston Villa,home,19,7,3,9,22,30,24,23.81,33.69,21.22
EPL,2019,Aston Villa,away,19,2,5,12,19,37,11,21.28,37.9,16.0
EPL,2019,Everton,home,19,8,7,4,24,21,31,28.58,23.85,29.38
EPL,2019,Everton,away,19,5,3,11,20,35,18,25.13,25.37,26.39
EPL,2019,Bournemouth,home,19,5,6,8,22,30,21,24.49,29.53,23.15
EPL,2019,Bournemouth,away,19,4,1,14,18,35,13,20.18,33.76,16.04
EPL,2019,Southampton,home,19,6,3,10,21,35,21,25.53,31.13,24.89
EPL,2019,Southampton,away,19,9,4,6,30,25,31,30.96,25.46,31.97
EPL,2019,Leicester,home,19,11,4,4,35,17,37,28.82,23.06,30.75
EPL,2019,Leicester,away,19,7,4,8,32,24,25,32.2,24.84,30.41
EPL,2019,Crystal Palace,home,19,6,5,8,15,20,23,18.66,23.54,23.77
EPL,2019,Crystal Palace,away,19,5,5,9,16,30,20,15.79,33.85,14.49
EPL,2019,Norwich,home,19,4,3,12,19,37,15,18.38,35.28,16.03
EPL,2019,Norwich,away,19,1,3,15,7,38,6,18.85,36.33,17.09
EPL,2019,Chelsea,home,19,11,3,5,30,16,36,44.43,12.69,44.95
EPL,2019,Chelsea,away,19,9,3,7,39,38,30,31.8,28.39,28.54
EPL,2019,West Ham,home,19,6,4,9,30,33,22,26.14,31.3,22.36
EPL,2019,West Ham,away,19,4,5,10,19,29,17,22.93,37.02,16.39
EPL,2019,Tottenham,home,19,12,3,4,36,17,39,26.36,23.31,28.62
EPL,2019,Tottenham,away,19,4,8,7,25,30,20,22.66,30.82,20.64
EPL,2019,Arsenal,home,19,10,6,3,36,24,36,28.45,31.0,24.5
EPL,2019,Arsenal,away,19,4,8,7,20,24,20,22.38,26.25,25.65
EPL,2019,Newcastle United,home,19,6,8,5,20,21,26,19.19,30.08,18.14
EPL,2019,Newcastle United,away,19,5,3,11,18,37,18,17.3,36.95,13.78
EPL,2019,Liverpool,home,19,18,1,0,52,16,55,42.49,17.35,41.69
EPL,2019,Liverpool,away,19,14,2,3,33,17,44,32.7,22.22,32.58
EPL,2019,Manchester City,home,19,15,2,2,57,13,47,50.49,14.59,45.01
EPL,2019,Manchester City,away,19,11,1,7,45,22,34,51.72,22.41,41.74
EPL,2019,Manchester United,home,19,10,7,2,40,17,37,36.03,17.41,38.41
EPL,2019,Manchester United,away,19,8,5,6,26,19,29,30.15,20.65,32.58
EPL,2019,Watford,home,19,6,6,7,22,27,24,29.16,28.43,27.23
EPL,2019,Watford,away,19,2,4,13,14,37,10,19.4,31.1,20.65
EPL,2019,Burnley,home,19,8,4,7,24,23,28,31.08,25.79,29.76
EPL,2019,Burnley,away,19,7,5,7,19,27,26,18.27,28.05,19.78
EPL,2019,Brighton,home,19,5,7,7,20,27,22,24.49,28.97,25.73
EPL,2019,Brighton,away,19,4,7,8,19,27,19,22.93,31.45,22.29
EPL,2019,Wolverhampton Wanderers,home,19,8,7,4,27,19,31,28.74,17.88,33.41
EPL,2019,Wolverhampton Wanderers,away,19,7,7,5,24,21,28,25.49,19.51,30.41
EPL,2019,Sheffield United,home,19,10,3,6,24,15,33,27.84,21.2,31.41
EPL,2019,Sheffield United,away,19,4,9,6,15,24,21,17.97,30.84,17.93
EPL,2020,Aston Villa,home,19,7,4,8,29,27,25,30.72,27.48,27.15
EPL,2020,Aston Villa,away,19,9,3,7,26,19,30,26.0,25.77,26.91
EPL,2020,Everton,home,19,6,4,9,24,28,22,25.64,25.55,25.18
EPL,2020,Everton,away,19,11,4,4,23,20,37,23.6,24.62,25.54
EPL,2020,Southampton,home,19,8,3,8,28,25,27,23.64,23.67,25.86
EPL,2020,Southampton,away,19,4,4,11,19,43,16,21.64,34.88,18.31
EPL,2020,Leicester,home,19,9,1,9,34,30,28,29.45,25.84,26.91
EPL,2020,Leicester,away,19,11,5,3,34,20,38,29.35,21.23,32.84
EPL,2020,West Bromwich Albion,home,19,3,6,10,15,39,15,18.2,38.69,14.66
EPL,2020,West Bromwich Albion,away,19,2,5,12,20,37,11,16.78,35.35,14.93
EPL,2020,Crystal Palace,home,19,6,5,8,20,32,23,16.39,29.62,18.92
EPL,2020,Crystal Palace,away,19,6,3,10,21,34,21,18.9,32.28,19.03
EPL,2020,Chelsea,home,19,9,6,4,31,18,33,36.82,15.71,40.36
EPL,2020,Chelsea,away,19,10,4,5,27,18,34,31.83,15.19,37.05
EPL,2020,West Ham,home,19,10,4,5,32,22,34,28.01,25.48,27.65
EPL,2020,West Ham,away,19,9,4,6,30,25,31,32.32,24.38,31.54
EPL,2020,Tottenham,home,19,10,3,6,35,20,33,31.23,23.45,31.1
EPL,2020,Tottenham,away,19,8,5,6,33,25,29,25.44,29.1,22.88
EPL,2020,Arsenal,home,19,8,4,7,24,21,28,23.13,22.91,26.22
EPL,2020,Arsenal,away,19,10,3,6,31,18,33,29.12,20.32,32.5
EPL,2020,Newcastle United,home,19,6,5,8,26,33,23,26.29,24.98,27.04
EPL,2020,Newcastle United,away,19,6,4,9,20,29,22,17.67,35.04,15.61
EPL,2020,Liverpool,home,19,10,3,6,29,20,33,34.97,22.96,34.06
EPL,2020,Liverpool,away,19,10,6,3,39,22,36,37.24,24.35,34.74
EPL,2020,Manchester City,home,19,13,2,4,43,17,41,42.04,15.26,42.71
EPL,2020,Manchester City,away,19,14,3,2,40,15,45,35.67,15.36,40.67
EPL,2020,Manchester United,home,19,9,4,6,38,28,31,33.39,22.5,31.64
EPL,2020,Manchester United,away,19,12,7,0,35,16,43,29.79,19.42,33.99
EPL,2020,Burnley,home,19,4,6,9,14,27,18,19.56,29.38,19.59
EPL,2020,Burnley,away,19,6,3,10,19,28,21,18.57,29.68,18.52
EPL,2020,Brighton,home,19,4,9,6,22,22,21,33.56,15.43,38.68
EPL,2020,Brighton,away,19,5,5,9,18,24,20,20.26,24.48,22.72
EPL,2020,Fulham,home,19,2,4,13,9,28,10,19.08,28.22,20.12
EPL,2020,Fulham,away,19,3,9,7,18,25,18,21.98,29.42,22.3
EPL,2020,Wolverhampton Wanderers,home,19,7,4,8,21,25,25,20.82,22.56,25.84
EPL,2020,Wolverhampton Wanderers,away,19,5,5,9,15,27,20,17.8,29.64,18.42
EPL,2020,Sheffield United,home,19,5,1,13,12,27,16,17.84,31.22,16.36
EPL,2020,Sheffield United,away,19,2,1,16,8,36,7,15.32,34.89,13.56
EPL,2020,Leeds,home,19,8,5,6,28,21,29,33.09,24.55,31.12
EPL,2020,Leeds,away,19,10,0,9,34,33,30,26.17,38.47,20.69
EPL,2021,Aston Villa,home,19,6,5,8,29,29,23,23.02,27.08,22.8
EPL,2021,Aston Villa,away,19,7,1,11,23,25,22,20.11,26.01,23.4
EPL,2021,Everton,home,19,9,2,8,27,25,29,25.53,25.23,25.96
EPL,2021,Everton,away,19,2,4,13,16,41,10,18.94,35.47,17.58
EPL,2021,Southampton,home,19,6,7,6,23,24,25,23.8,23.97,27.22
EPL,2021,Southampton,away,19,3,6,10,20,43,15,23.55,40.59,16.23
EPL,2021,Leicester,home,19,10,4,5,34,23,34,29.2,30.84,25.81
EPL,2021,Leicester,away,19,4,6,9,28,36,18,20.29,35.27,16.5
EPL,2021,Crystal Palace,home,19,7,8,4,27,17,29,30.2,16.02,35.82
EPL,2021,Crystal Palace,away,19,4,7,8,23,29,19,18.64,25.31,22.33
EPL,2021,Norwich,home,19,3,3,13,12,43,12,15.68,37.16,14.21
EPL,2021,Norwich,away,19,2,4,13,11,41,10,15.83,42.92,10.83
EPL,2021,Chelsea,home,19,9,7,3,37,22,34,35.33,18.72,36.92
EPL,2021,Chelsea,away,19,12,4,3,39,11,40,33.96,16.39,36.46
EPL,2021,West Ham,home,19,9,5,5,33,26,32,30.42,23.09,31.23
EPL,2021,West Ham,away,19,7,3,9,27,25,24,24.56,30.78,22.33
EPL,2021,Tottenham,home,19,13,1,5,38,19,40,37.68,19.23,37.16
EPL,2021,Tottenham,away,19,9,4,6,31,21,31,30.27,24.47,28.94
EPL,2021,Arsenal,home,19,13,2,4,35,17,41,40.91,18.95,40.5
EPL,2021,Arsenal,away,19,9,1,9,26,31,28,22.49,29.44,24.27
EPL,2021,Newcastle United,home,19,8,6,5,26,27,30,23.72,29.3,24.34
EPL,2021,Newcastle United,away,19,5,4,10,18,35,19,17.81,33.41,17.18
EPL,2021,Liverpool,home,19,15,4,0,49,9,49,49.87,12.5,46.83
EPL,2021,Liverpool,away,19,13,4,2,45,17,43,43.15,20.23,39.74
EPL,2021,Manchester City,home,19,15,2,2,58,15,47,48.31,12.46,46.06
EPL,2021,Manchester City,away,19,14,4,1,41,11,46,45.09,12.75,45.82
EPL,2021,Manchester United,home,19,10,5,4,32,22,35,30.77,23.84,31.65
EPL,2021,Manchester United,away,19,6,5,8,25,35,23,26.44,33.02,22.87
EPL,2021,Watford,home,19,2,2,15,17,46,8,20.35,35.2,17.96
EPL,2021,Watford,away,19,4,3,12,17,31,15,18.99,32.34,17.5
EPL,2021,Burnley,home,19,5,6,8,18,25,21,23.86,27.46,22.76
EPL,2021,Burnley,away,19,2,8,9,16,28,14,17.25,32.76,15.35
EPL,2021,Brighton,home,19,5,7,7,19,23,22,26.15,20.82,30.93
EPL,2021,Brighton,away,19,7,8,4,23,21,29,23.41,26.39,23.26
EPL,2021,Wolverhampton Wanderers,home,19,7,3,9,20,25,24,20.1,30.93,19.9
EPL,2021,Wolverhampton Wanderers,away,19,8,3,8,18,18,27,18.94,27.55,20.64
EPL,2021,Brentford,home,19,7,3,9,22,21,24,29.72,18.75,34.04
EPL,2021,Brentford,away,19,6,4,9,26,35,22,23.17,30.75,21.95
EPL,2021,Leeds,home,19,4,6,9,19,38,18,28.17,34.37,24.09
EPL,2021,Leeds,away,19,5,5,9,23,41,20,23.01,36.94,19.77
EPL,2022,Aston Villa,home,19,12,2,5,33,21,38,30.17,22.57,32.26
EPL,2022,Aston Villa,away,19,6,5,8,18,25,23,19.83,31.38,22.1
EPL,2022,Everton,home,19,6,3,10,16,27,21,24.06,27.34,24.25
EPL,2022,Everton,away,19,2,9,8,18,30,15,24.59,41.24,16.46
EPL,2022,Bournemouth,home,19,6,4,9,20,28,22,23.47,30.74,20.41
EPL,2022,Bournemouth,away,19,5,2,12,17,43,17,16.61,36.87,14.33
EPL,2022,Southampton,home,19,2,5,12,19,37,11,20.64,30.97,18.85
EPL,2022,Southampton,away,19,4,2,13,17,36,14,18.63,31.93,17.62
EPL,2022,Leicester,home,19,5,4,10,23,27,19,21.76,24.67,22.64
EPL,2022,Leicester,away,19,4,3,12,28,41,15,27.23,35.12,22.44
EPL,2022,Crystal Palace,home,19,7,7,5,21,23,28,20.61,25.1,22.91
EPL,2022,Crystal Palace,away,19,4,5,10,19,26,17,20.12,26.53,21.33
EPL,2022,Chelsea,home,19,6,7,6,20,19,25,28.81,22.89,30.95
EPL,2022,Chelsea,away,19,5,4,10,18,28,19,23.09,31.13,21.33
EPL,2022,West Ham,home,19,8,4,7,26,24,28,29.17,24.1,29.01
EPL,2022,West Ham,away,19,3,3,13,16,31,12,22.04,31.21,22.6
EPL,2022,Tottenham,home,19,12,1,6,37,25,37,32.04,20.32,34.56
EPL,2022,Tottenham,away,19,6,5,8,33,38,23,25.79,31.34,23.04
EPL,2022,Arsenal,home,19,14,3,2,53,25,45,44.95,20.68,40.68
EPL,2022,Arsenal,away,19,12,3,4,35,18,39,31.56,24.48,31.86
EPL,2022,Newcastle United,home,19,11,6,2,36,14,39,46.61,17.38,43.18
EPL,2022,Newcastle United,away,19,8,8,3,32,19,32,30.37,24.48,28.49
EPL,2022,Liverpool,home,19,13,5,1,46,17,44,46.59,22.12,40.27
EPL,2022,Liverpool,away,19,6,5,8,29,30,23,34.19,33.66,27.1
EPL,2022,Manchester City,home,19,17,1,1,60,17,52,46.18,14.2,45.64
EPL,2022,Manchester City,away,19,11,4,4,34,16,37,38.15,20.01,37.41
EPL,2022,Manchester United,home,19,15,3,1,36,10,48,44.27,19.39,41.07
EPL,2022,Manchester United,away,19,8,3,8,22,33,27,27.63,30.9,25.33
EPL,2022,Brighton,home,19,10,4,5,37,21,34,42.87,21.64,38.92
EPL,2022,Brighton,away,19,8,4,7,35,32,28,34.86,28.51,31.93
EPL,2022,Fulham,home,19,8,5,6,31,29,29,26.46,34.95,22.08
EPL,2022,Fulham,away,19,7,2,10,24,24,23,21.53,36.54,17.16
EPL,2022,Wolverhampton Wanderers,home,19,9,3,7,19,20,30,21.19,27.47,21.02
EPL,2022,Wolverhampton Wanderers,away,19,2,5,12,12,38,11,13.93,35.21,13.99
EPL,2022,Brentford,home,19,10,7,2,35,18,37,34.44,22.08,34.13
EPL,2022,Brentford,away,19,5,7,7,23,28,22,24.79,29.37,24.14
EPL,2022,Leeds,home,19,5,7,7,26,37,22,26.02,31.52,23.82
EPL,2022,Leeds,away,19,2,3,14,22,41,9,21.77,38.07,16.76
EPL,2022,Nottingham Forest,home,19,8,6,5,27,24,30,23.96,32.18,20.85
EPL,2022,Nottingham Forest,away,19,1,5,13,11,44,8,15.61,36.28,14.2
EPL,2023,Aston Villa,home,19,12,4,3,48,28,40,39.92,28.69,33.26
EPL,2023,Aston Villa,away,19,8,4,7,28,33,28,27.5,36.39,22.17
EPL,2023,Everton,home,19,8,4,7,22,18,28,35.93,23.27,33.95
EPL,2023,Everton,away,19,5,5,9,18,33,20,24.82,36.99,19.15
EPL,2023,Bournemouth,home,19,7,6,6,27,28,27,31.86,28.36,29.63
EPL,2023,Bournemouth,away,19,6,3,10,27,39,21,31.9,37.15,23.84
EPL,2023,Crystal Palace,home,19,8,4,7,37,26,28,32.02,21.98,32.23
EPL,2023,Crystal Palace,away,19,5,6,8,20,32,21,21.91,36.01,18.22
EPL,2023,Chelsea,home,19,11,4,4,44,26,37,48.95,25.85,40.28
EPL,2023,Chelsea,away,19,7,5,7,33,37,26,31.93,36.75,23.91
EPL,2023,West Ham,home,19,7,8,4,31,28,29,28.3,31.44,25.99
EPL,2023,West Ham,away,19,7,2,10,29,46,23,26.23,46.47,15.29
EPL,2023,Tottenham,home,19,13,0,6,38,27,39,42.71,31.2,33.86
EPL,2023,Tottenham,away,19,7,6,6,36,34,27,30.64,36.87,23.56
EPL,2023,Arsenal,home,19,15,2,2,48,16,47,47.42,15.29,44.73
EPL,2023,Arsenal,away,19,13,3,3,43,13,42,36.97,16.5,37.21
EPL,2023,Newcastle United,home,19,12,4,3,49,22,40,51.83,25.36,41.26
EPL,2023,Newcastle United,away,19,6,2,11,36,40,20,32.64,37.1,24.33
EPL,2023,Liverpool,home,19,15,3,1,49,17,48,59.5,18.74,47.15
EPL,2023,Liverpool,away,19,9,7,3,37,24,34,35.29,28.66,29.73
EPL,2023,Manchester City,home,19,14,5,0,51,16,47,45.26,14.48,44.67
EPL,2023,Manchester City,away,19,14,2,3,45,18,44,44.28,22.79,38.39
EPL,2023,Manchester United,home,19,10,3,6,31,28,33,34.57,34.95,27.14
EPL,2023,Manchester United,away,19,8,3,8,26,30,27,25.76,39.81,17.28
EPL,2023,Burnley,home,19,2,4,13,19,43,10,24.34,32.67,21.58
EPL,2023,Burnley,away,19,3,5,11,22,35,14,19.1,43.05,12.11
EPL,2023,Brighton,home,19,8,6,5,30,27,30,34.61,26.62,32.44
EPL,2023,Brighton,away,19,4,6,9,25,35,18,27.3,34.32,21.99
EPL,2023,Fulham,home,19,9,2,8,31,24,29,29.72,29.44,27.7
EPL,2023,Fulham,away,19,4,6,9,24,37,18,23.09,37.47,17.29
EPL,2023,Wolverhampton Wanderers,home,19,8,3,8,26,30,27,25.89,33.1,22.12
EPL,2023,Wolverhampton Wanderers,away,19,5,4,10,24,35,19,24.76,43.0,17.66
EPL,2023,Sheffield United,home,19,2,4,13,19,57,10,25.59,43.31,18.19
EPL,2023,Sheffield United,away,19,1,3,15,16,47,6,15.72,42.4,10.34
EPL,2023,Brentford,home,19,5,7,7,29,34,22,34.97,31.73,27.39
EPL,2023,Brentford,away,19,5,2,12,27,31,17,29.32,28.53,25.55
EPL,2023,Nottingham Forest,home,19,5,5,9,27,30,20,27.24,22.42,29.01
EPL,2023,Nottingham Forest,away,19,4,4,11,22,37,16,24.92,33.83,21.17
EPL,2023,Luton,home,19,4,4,11,28,37,16,29.73,35.34,24.03
EPL,2023,Luton,away,19,2,4,13,24,48,10,20.14,56.31,8.3
Bundesliga,2014,Bayern Munich,home,17,14,1,2,46,7,43,36.89,11.55,37.51
Bundesliga,2014,Bayern Munich,away,17,11,3,3,34,11,36,29.31,10.39,36.11
Bundesliga,2014,Hamburger SV,home,17,6,5,6,16,18,23,18.79,21.03,21.82
Bundesliga,2014,Hamburger SV,away,17,3,3,11,9,32,12,14.06,34.8,11.75
Bundesliga,2014,Bayer Leverkusen,home,17,10,6,1,39,15,36,28.15,14.56,31.75
Bundesliga,2014,Bayer Leverkusen,away,17,7,4,6,23,22,25,21.0,20.16,23.58
Bundesliga,2014,Hoffenheim,home,17,9,3,5,31,26,30,29.16,23.37,27.61
Bundesliga,2014,Hoffenheim,away,17,3,5,9,18,29,14,20.8,26.62,18.42
Bundesliga,2014,Augsburg,home,17,9,4,4,28,21,31,26.83,22.69,27.63
Bundesliga,2014,Augsburg,away,17,6,0,11,15,22,18,17.09,23.97,17.86
Bundesliga,2014,Hertha Berlin,home,17,6,4,7,17,22,22,19.9,22.12,22.32
Bundesliga,2014,Hertha Berlin,away,17,3,4,10,19,30,13,12.76,24.08,13.79
Bundesliga,2014,Werder Bremen,home,17,8,4,5,25,24,28,26.8,19.17,27.3
Bundesliga,2014,Werder Bremen,away,17,3,6,8,25,41,15,15.87,33.21,12.07
Bundesliga,2014,Schalke 04,home,17,10,5,2,26,14,35,24.82,19.5,27.33
Bundesliga,2014,Schalke 04,away,17,3,4,10,16,26,13,16.44,27.46,17.74
Bundesliga,2014,Mainz 05,home,17,6,6,5,27,19,24,22.52,17.96,26.19
Bundesliga,2014,Mainz 05,away,17,3,7,7,18,28,16,21.39,30.15,18.74
Bundesliga,2014,Hannover 96,home,17,6,4,7,21,25,22,19.28,18.86,24.08
Bundesliga,2014,Hannover 96,away,17,3,6,8,19,31,15,17.15,27.43,17.17
Bundesliga,2014,Borussia Dortmund,home,17,9,3,5,26,15,30,32.25,11.71,34.85
Bundesliga,2014,Borussia Dortmund,away,17,4,4,9,21,27,16,21.61,21.68,23.23
Bundesliga,2014,Borussia M.Gladbach,home,17,12,3,2,32,14,39,31.4,14.02,35.45
Bundesliga,2014,Borussia M.Gladbach,away,17,7,6,4,21,12,27,20.35,22.32,21.56
Bundesliga,2014,Wolfsburg,home,17,13,4,0,38,13,43,31.99,17.81,32.91
Bundesliga,2014,Wolfsburg,away,17,7,5,5,34,25,26,26.36,21.02,27.04
Bundesliga,2014,Eintracht Frankfurt,home,17,9,5,3,36,26,32,29.07,24.08,27.02
Bundesliga,2014,Eintracht Frankfurt,away,17,2,5,10,20,36,11,18.3,30.96,14.7
Bundesliga,2014,VfB Stuttgart,home,17,5,4,8,18,28,19,22.31,20.5,23.89
Bundesliga,2014,VfB Stuttgart,away,17,4,5,8,24,32,17,23.33,27.6,20.37
Bundesliga,2014,FC Cologne,home,17,4,9,4,18,17,21,18.73,20.2,22.6
Bundesliga,2014,FC Cologne,away,17,5,4,8,16,23,19,13.5,20.32,19.23
Bundesliga,2014,Freiburg,home,17,5,6,6,21,22,21,20.41,21.16,23.37
Bundesliga,2014,Freiburg,away,17,2,7,8,15,25,13,18.28,24.75,19.65
Bundesliga,2014,Paderborn,home,17,4,6,7,21,31,18,21.23,22.15,23.22
Bundesliga,2014,Paderborn,away,17,3,4,10,10,34,13,14.85,33.62,12.94
Bundesliga,2015,Bayern Munich,home,17,15,1,1,51,8,46,48.15,8.32,43.12
Bundesliga,2015,Bayern Munich,away,17,13,3,1,29,9,42,28.89,12.47,34.85
Bundesliga,2015,Hamburger SV,home,17,5,4,8,20,23,19,19.13,25.52,18.55
Bundesliga,2015,Hamburger SV,away,17,6,4,7,20,23,22,19.63,25.67,20.07
Bundesliga,2015,Bayer Leverkusen,home,17,10,3,4,31,17,33,30.25,17.39,31.34
Bundesliga,2015,Bayer Leverkusen,away,17,8,3,6,25,23,27,22.66,23.85,25.32
Bundesliga,2015,Hoffenheim,home,17,6,6,5,22,25,24,21.77,30.24,18.05
Bundesliga,2015,Hoffenheim,away,17,3,4,10,17,29,13,17.79,30.16,18.12
Bundesliga,2015,Augsburg,home,17,3,6,8,18,27,15,23.37,23.28,23.42
Bundesliga,2015,Augsburg,away,17,6,5,6,24,25,23,19.02,32.38,17.76
Bundesliga,2015,Hertha Berlin,home,17,9,5,3,24,15,32,19.66,12.92,28.15
Bundesliga,2015,Hertha Berlin,away,17,5,3,9,18,27,18,16.23,31.02,16.01
Bundesliga,2015,Werder Bremen,home,17,5,5,7,27,30,20,28.57,20.74,28.79
Bundesliga,2015,Werder Bremen,away,17,5,3,9,23,35,18,21.55,31.06,18.98
Bundesliga,2015,Schalke 04,home,17,8,5,4,28,24,29,27.25,21.41,26.91
Bundesliga,2015,Schalke 04,away,17,7,2,8,23,25,23,19.88,26.47,18.71
Bundesliga,2015,Mainz 05,home,17,8,4,5,23,18,28,27.15,20.16,28.09
Bundesliga,2015,Mainz 05,away,17,6,4,7,23,24,22,20.76,27.11,18.57
Bundesliga,2015,Ingolstadt,home,17,7,5,5,22,18,26,23.28,19.8,26.48
Bundesliga,2015,Ingolstadt,away,17,3,5,9,11,24,14,17.74,26.02,16.45
Bundesliga,2015,Darmstadt,home,17,2,6,9,15,29,12,17.11,24.0,18.81
Bundesliga,2015,Darmstadt,away,17,7,5,5,23,24,26,21.92,27.07,20.66
Bundesliga,2015,Hannover 96,home,17,4,0,13,15,30,12,14.82,27.58,14.47
Bundesliga,2015,Hannover 96,away,17,3,4,10,16,32,13,17.61,36.0,12.0
Bundesliga,2015,Borussia Dortmund,home,17,14,3,0,49,14,45,46.37,10.58,42.05
Bundesliga,2015,Borussia Dortmund,away,17,10,3,4,33,20,33,37.04,18.59,34.53
Bundesliga,2015,Borussia M.Gladbach,home,17,13,1,3,42,18,40,32.03,22.84,29.29
Bundesliga,2015,Borussia M.Gladbach,away,17,4,3,10,25,32,15,21.64,26.23,20.77
Bundesliga,2015,Wolfsburg,home,17,9,5,3,32,17,32,30.46,17.6,31.49
Bundesliga,2015,Wolfsburg,away,17,3,4,10,15,32,13,19.03,24.02,20.89
Bundesliga,2015,Eintracht Frankfurt,home,17,6,6,5,22,24,24,20.7,25.78,19.67
Bundesliga,2015,Eintracht Frankfurt,away,17,3,3,11,12,28,12,12.25,28.53,13.86
Bundesliga,2015,VfB Stuttgart,home,17,6,1,10,22,32,19,32.83,29.12,27.0
Bundesliga,2015,VfB Stuttgart,away,17,3,5,9,28,43,14,24.87,35.93,18.48
Bundesliga,2015,FC Cologne,home,17,5,5,7,16,18,20,24.51,19.62,26.72
Bundesliga,2015,FC Cologne,away,17,5,8,4,22,24,23,18.36,24.81,19.91
Bundesliga,2016,Bayern Munich,home,17,13,4,0,55,9,43,42.6,12.63,38.87
Bundesliga,2016,Bayern Munich,away,17,12,3,2,34,13,39,31.31,14.41,34.89
Bundesliga,2016,Hamburger SV,home,17,8,4,5,21,25,28,17.32,22.44,19.8
Bundesliga,2016,Hamburger SV,away,17,2,4,11,12,36,10,14.59,34.7,11.71
Bundesliga,2016,Bayer Leverkusen,home,17,5,6,6,27,28,21,26.72,22.36,26.29
Bundesliga,2016,Bayer Leverkusen,away,17,6,2,9,26,27,20,26.38,28.02,23.34
Bundesliga,2016,Hoffenheim,home,17,11,6,0,35,14,39,30.04,20.18,30.55
Bundesliga,2016,Hoffenheim,away,17,5,8,4,29,23,23,24.47,21.26,24.9
Bundesliga,2016,Augsburg,home,17,5,6,6,22,25,21,17.82,23.82,18.93
Bundesliga,2016,Augsburg,away,17,4,5,8,13,26,17,16.07,28.44,15.88
Bundesliga,2016,Hertha Berlin,home,17,12,1,4,28,19,37,23.7,23.69,24.65
Bundesliga,2016,Hertha Berlin,away,17,3,3,11,15,28,12,14.45,25.7,15.76
Bundesliga,2016,Werder Bremen,home,17,8,1,8,28,24,25,23.05,20.77,25.9
Bundesliga,2016,Werder Bremen,away,17,5,5,7,33,40,20,19.95,39.77,12.92
Bundesliga,2016,Schalke 04,home,17,8,5,4,29,15,29,25.97,18.52,27.22
Bundesliga,2016,Schalke 04,away,17,3,5,9,16,25,14,18.89,25.35,19.15
Bundesliga,2016,Mainz 05,home,17,7,4,6,30,26,25,25.05,20.31,26.93
Bundesliga,2016,Mainz 05,away,17,3,3,11,14,29,12,17.32,22.92,19.55
Bundesliga,2016,Ingolstadt,home,17,4,5,8,21,30,17,26.4,23.05,24.19
Bundesliga,2016,Ingolstadt,away,17,4,3,10,15,27,15,18.11,26.14,18.35
Bundesliga,2016,Darmstadt,home,17,6,3,8,18,25,21,19.17,27.33,17.65
Bundesliga,2016,Darmstadt,away,17,1,1,15,10,38,4,14.74,40.71,8.82
Bundesliga,2016,Borussia Dortmund,home,17,13,4,0,41,12,43,45.7,13.86,41.01
Bundesliga,2016,Borussia Dortmund,away,17,5,6,6,31,28,21,29.21,20.75,27.05
Bundesliga,2016,Borussia M.Gladbach,home,17,7,5,5,26,18,26,29.61,17.28,31.42
Bundesliga,2016,Borussia M.Gladbach,away,17,5,4,8,19,31,19,16.21,27.16,15.89
Bundesliga,2016,Wolfsburg,home,17,5,3,9,15,25,18,24.5,22.28,25.23
Bundesliga,2016,Wolfsburg,away,17,5,4,8,19,27,19,19.97,24.57,21.15
Bundesliga,2016,Eintracht Frankfurt,home,17,7,7,3,24,18,28,29.36,17.01,32.26
Bundesliga,2016,Eintracht Frankfurt,away,17,4,2,11,12,25,14,14.23,21.32,18.42
Bundesliga,2016,FC Cologne,home,17,9,6,2,29,17,33,24.61,16.77,27.58
Bundesliga,2016,FC Cologne,away,17,3,7,7,22,25,16,20.72,24.51,21.17
Bundesliga,2016,Freiburg,home,17,10,2,5,23,24,32,19.77,22.25,23.72
Bundesliga,2016,Freiburg,away,17,4,4,9,19,36,16,19.64,32.37,15.41
Bundesliga,2016,RasenBallsport Leipzig,home,17,12,2,3,35,16,38,31.15,15.65,33.8
Bundesliga,2016,RasenBallsport Leipzig,away,17,8,5,4,31,23,29,23.94,24.42,25.74
