League,Season,Team,Location,M,W,D,L,G,GA,PTS,xG,xGA,xPTS
Serie_A,2015,Udinese,away,19,4,5,10,17,32,17,20.09,32.14,16.72
Serie_A,2015,Palermo,home,19,6,4,9,24,30,22,21.55,30.36,20.48
Serie_A,2015,Palermo,away,19,4,5,10,14,35,17,15.0,31.48,14.78
Serie_A,2015,Genoa,home,19,10,3,6,29,19,33,28.22,23.01,29.23
Serie_A,2015,Genoa,away,19,3,4,12,16,29,13,17.06,25.62,19.41
Serie_A,2015,Sampdoria,home,19,8,4,7,29,25,28,21.66,32.11,20.32
Serie_A,2015,Sampdoria,away,19,2,6,11,19,36,12,18.87,34.08,16.24
Serie_A,2015,Carpi,home,19,6,5,8,23,26,23,25.86,25.37,26.39
Serie_A,2015,Carpi,away,19,3,6,10,14,31,15,17.51,26.43,18.8
Serie_A,2015,Sassuolo,home,19,8,8,3,25,20,32,26.03,19.41,29.89
Serie_A,2015,Sassuolo,away,19,8,5,6,24,20,29,21.29,23.52,23.73
Serie_A,2015,Napoli,home,19,16,3,0,49,12,51,39.91,10.26,44.44
Serie_A,2015,Napoli,away,19,9,4,6,31,20,31,29.61,16.43,34.63
Serie_A,2015,Inter,home,19,13,2,4,29,15,41,29.63,19.35,33.5
Serie_A,2015,Inter,away,19,7,5,7,21,23,26,24.66,24.9,25.34
Serie_A,2015,Atalanta,home,19,8,6,5,27,21,30,28.93,21.06,31.65
Serie_A,2015,Atalanta,away,19,3,6,10,14,26,15,17.14,30.35,17.77
Serie_A,2015,Empoli,home,19,7,6,6,22,20,27,21.51,19.32,27.08
Serie_A,2015,Empoli,away,19,5,4,10,18,29,19,16.33,28.19,17.33
Serie_A,2015,Chievo,home,19,7,8,4,25,18,29,23.99,21.26,29.27
Serie_A,2015,Chievo,away,19,6,3,10,18,27,21,16.6,29.83,16.63
Serie_A,2015,Fiorentina,home,19,11,5,3,34,16,38,28.17,14.02,36.11
Serie_A,2015,Fiorentina,away,19,7,5,7,26,26,26,25.02,22.19,27.2
Serie_A,2015,AC Milan,home,19,9,6,4,28,22,33,29.88,19.7,32.71
Serie_A,2015,AC Milan,away,19,6,6,7,21,21,24,24.03,21.21,27.58
Serie_A,2015,Frosinone,home,19,6,4,9,18,26,22,20.26,28.02,21.83
Serie_A,2015,Frosinone,away,19,2,3,14,17,50,9,13.58,46.21,7.55
Serie_A,2015,Torino,home,19,6,6,7,25,25,24,25.2,18.21,31.26
Serie_A,2015,Torino,away,19,6,3,10,27,30,21,24.22,23.08,26.25
Serie_A,2016,Roma,home,19,16,1,2,50,18,49,46.99,18.17,42.2
Serie_A,2016,Roma,away,19,12,2,5,40,20,38,36.0,22.9,35.19
Serie_A,2016,Lazio,home,19,12,2,5,40,23,38,39.05,18.52,39.15
Serie_A,2016,Lazio,away,19,9,5,5,34,28,32,26.34,23.25,28.21
Serie_A,2016,Bologna,home,19,8,2,9,24,25,26,21.24,23.68,24.35
Serie_A,2016,Bologna,away,19,3,6,10,16,33,15,15.27,34.63,14.22
Serie_A,2016,Juventus,home,19,18,1,0,48,9,55,37.33,8.67,45.46
Serie_A,2016,Juventus,away,19,11,3,5,29,18,36,31.41,14.92,37.41
Serie_A,2016,Udinese,home,19,8,5,6,30,23,29,26.94,23.15,28.5
Serie_A,2016,Udinese,away,19,4,4,11,17,33,16,17.99,31.51,18.72
Serie_A,2016,Palermo,home,19,4,3,12,13,30,15,15.39,27.15,16.97
Serie_A,2016,Palermo,away,19,2,5,12,20,47,11,13.52,33.79,13.55
Serie_A,2016,Genoa,home,19,6,7,6,24,24,25,24.85,21.7,29.28
Serie_A,2016,Genoa,away,19,3,2,14,14,40,11,20.35,29.55,19.72
Serie_A,2016,Sampdoria,home,19,8,6,5,28,23,30,25.28,22.49,28.72
Serie_A,2016,Sampdoria,away,19,4,6,9,21,32,18,20.89,34.36,17.9
Serie_A,2016,Sassuolo,home,19,8,3,8,29,26,27,25.74,29.63,23.58
Serie_A,2016,Sassuolo,away,19,6,4,9,31,35,22,24.83,32.27,20.98
Serie_A,2016,Napoli,home,19,13,4,2,44,19,43,42.5,13.9,43.61
Serie_A,2016,Napoli,away,19,13,4,2,50,20,43,35.01,18.26,37.67
Serie_A,2016,Inter,home,19,11,3,5,44,22,36,38.76,21.13,36.4
Serie_A,2016,Inter,away,19,8,2,9,28,27,26,30.0,23.65,31.25
Serie_A,2016,Atalanta,home,19,12,4,3,31,18,40,36.51,15.55,40.78
Serie_A,2016,Atalanta,away,19,9,5,5,31,23,32,24.88,18.8,28.14
Serie_A,2016,Empoli,home,19,5,4,10,16,29,19,17.58,29.09,18.98
Serie_A,2016,Empoli,away,19,3,4,12,13,32,13,17.51,37.92,14.31
Serie_A,2016,Chievo,home,19,6,5,8,25,30,23,23.01,21.83,27.58
Serie_A,2016,Chievo,away,19,6,2,11,18,31,20,19.73,33.18,18.3
Serie_A,2016,Fiorentina,home,19,10,8,1,34,23,38,28.66,24.26,29.44
Serie_A,2016,Fiorentina,away,19,6,4,9,29,34,22,26.48,29.05,26.17
Serie_A,2016,AC Milan,home,19,12,2,5,32,20,38,33.23,20.72,33.72
Serie_A,2016,AC Milan,away,19,6,7,6,25,25,25,26.44,29.49,25.15
Serie_A,2016,Torino,home,19,9,8,2,43,31,35,35.65,27.33,30.84
Serie_A,2016,Torino,away,19,4,6,9,28,35,18,21.75,34.39,17.91
Serie_A,2016,Pescara,home,19,2,5,12,19,38,11,23.04,31.01,21.85
Serie_A,2016,Pescara,away,19,0,4,15,16,45,4,20.08,37.39,16.2
Serie_A,2016,Crotone,home,19,6,4,9,21,25,22,21.08,28.01,21.43
Serie_A,2016,Crotone,away,19,3,3,13,13,33,12,13.08,33.22,12.51
Serie_A,2016,Cagliari,home,19,11,3,5,38,34,36,27.01,30.99,24.08
Serie_A,2016,Cagliari,away,19,3,2,14,17,42,11,15.42,37.33,12.09
Serie_A,2017,Verona,home,19,5,1,13,14,35,16,16.01,30.11,17.22
Serie_A,2017,Verona,away,19,2,3,14,16,43,9,17.76,42.6,13.85
Serie_A,2017,Roma,home,19,11,2,6,31,19,35,36.07,19.08,36.13
Serie_A,2017,Roma,away,19,12,6,1,30,9,42,29.56,19.38,33.12
Serie_A,2017,Lazio,home,19,9,5,5,45,21,32,33.12,20.01,33.34
Serie_A,2017,Lazio,away,19,12,4,3,44,28,40,33.38,22.55,32.71
Serie_A,2017,Bologna,home,19,6,4,9,25,26,22,18.69,24.81,21.83
Serie_A,2017,Bologna,away,19,5,2,12,15,26,17,17.42,23.99,21.18
Serie_A,2017,Juventus,home,19,16,1,2,45,8,49,34.19,13.4,39.69
Serie_A,2017,Juventus,away,19,14,4,1,41,16,46,25.04,15.17,33.82
Serie_A,2017,Udinese,home,19,6,2,11,24,30,20,22.59,21.16,24.84
Serie_A,2017,Udinese,away,19,6,2,11,24,33,20,22.58,29.48,22.53
Serie_A,2017,Genoa,home,19,6,3,10,23,27,21,26.39,23.04,28.24
Serie_A,2017,Genoa,away,19,5,5,9,10,16,20,15.82,19.83,22.14
Serie_A,2017,Sampdoria,home,19,12,3,4,36,20,39,32.61,27.08,29.84
Serie_A,2017,Sampdoria,away,19,4,3,12,20,40,15,20.53,35.18,17.03
Serie_A,2017,Sassuolo,home,19,4,7,8,11,22,19,21.68,20.94,26.5
Serie_A,2017,Sassuolo,away,19,7,3,9,18,37,24,25.47,29.69,25.2
Serie_A,2017,Napoli,home,19,14,3,2,43,18,45,40.11,12.08,42.96
Serie_A,2017,Napoli,away,19,14,4,1,34,11,46,30.35,13.19,39.27
Serie_A,2017,Inter,home,19,11,5,3,37,16,38,33.86,15.42,36.87
Serie_A,2017,Inter,away,19,9,7,3,29,14,34,26.98,21.91,28.39
Serie_A,2017,Atalanta,home,19,9,6,4,30,18,33,31.66,17.59,35.55
Serie_A,2017,Atalanta,away,19,7,6,6,27,21,27,32.64,18.92,34.33
Serie_A,2017,Chievo,home,19,7,6,6,22,24,27,16.97,22.36,20.78
Serie_A,2017,Chievo,away,19,3,4,12,14,35,13,17.37,32.9,17.84
Serie_A,2017,Fiorentina,home,19,8,5,6,27,22,29,28.65,20.39,32.3
Serie_A,2017,Fiorentina,away,19,8,4,7,27,24,28,25.47,21.76,28.11
Serie_A,2017,AC Milan,home,19,10,5,4,25,16,35,27.96,14.67,35.46
Serie_A,2017,AC Milan,away,19,8,5,6,31,26,29,22.92,22.11,26.89
Serie_A,2017,Torino,home,19,8,6,5,29,18,30,26.32,23.6,29.2
Serie_A,2017,Torino,away,19,5,9,5,25,28,24,20.27,25.52,22.64
Serie_A,2017,Crotone,home,19,6,6,7,23,25,24,18.97,25.43,21.67
Serie_A,2017,Crotone,away,19,3,2,14,17,41,11,14.27,34.01,13.77
Serie_A,2017,Cagliari,home,19,6,3,10,18,30,21,22.8,27.74,23.41
Serie_A,2017,Cagliari,away,19,5,3,11,15,31,18,15.47,30.18,16.99
Serie_A,2017,SPAL 2013,home,19,5,8,6,22,29,23,19.84,25.74,21.28
Serie_A,2017,SPAL 2013,away,19,3,6,10,17,30,15,14.77,34.44,14.13
Serie_A,2017,Benevento,home,19,5,2,12,23,40,17,23.97,37.67,17.59
Serie_A,2017,Benevento,away,19,1,1,17,10,44,4,14.24,39.64,12.5
Serie_A,2018,Roma,home,19,12,5,2,43,26,41,40.88,23.85,37.02
Serie_A,2018,Roma,away,19,6,7,6,23,22,25,27.52,28.95,25.11
Serie_A,2018,Lazio,home,19,9,5,5,36,25,32,36.51,22.49,34.75
Serie_A,2018,Lazio,away,19,8,3,8,20,21,27,24.76,23.95,26.29
Serie_A,2018,Bologna,home,19,9,4,6,28,22,31,25.1,22.32,28.29
Serie_A,2018,Bologna,away,19,2,7,10,20,34,13,23.0,28.74,20.66
Serie_A,2018,Juventus,home,19,15,4,0,39,13,49,36.43,15.23,40.36
Serie_A,2018,Juventus,away,19,13,2,4,31,17,41,28.1,19.8,30.57
Serie_A,2018,Udinese,home,19,8,5,6,22,22,29,23.72,28.06,22.9
Serie_A,2018,Udinese,away,19,3,5,11,17,31,14,18.77,34.17,15.77
Serie_A,2018,Genoa,home,19,6,8,5,21,22,26,24.18,22.53,28.02
Serie_A,2018,Genoa,away,19,2,6,11,18,35,12,20.36,33.83,16.66
Serie_A,2018,Sampdoria,home,19,10,2,7,28,16,32,29.77,20.63,31.08
Serie_A,2018,Sampdoria,away,19,5,6,8,32,35,21,23.42,33.65,19.86
Serie_A,2018,Sassuolo,home,19,5,10,4,33,33,25,29.76,26.91,27.33
Serie_A,2018,Sassuolo,away,19,4,6,9,20,27,18,20.0,34.2,18.31
Serie_A,2018,Napoli,home,19,13,4,2,41,16,43,38.09,13.77,43.24
Serie_A,2018,Napoli,away,19,11,3,5,33,20,36,30.15,22.73,31.21
Serie_A,2018,Inter,home,19,11,5,3,27,10,38,31.81,14.32,37.88
Serie_A,2018,Inter,away,19,9,4,6,30,23,31,34.66,24.08,33.87
Serie_A,2018,Atalanta,home,19,10,5,4,36,19,35,37.78,16.17,39.16
Serie_A,2018,Atalanta,away,19,10,4,5,41,27,34,36.65,25.68,32.72
Serie_A,2018,Empoli,home,19,9,3,7,33,30,30,31.89,31.1,27.36
Serie_A,2018,Empoli,away,19,1,5,13,18,40,8,20.17,32.23,19.18
Serie_A,2018,Chievo,home,19,1,7,11,14,37,10,19.08,26.99,19.79
Serie_A,2018,Chievo,away,19,1,7,11,11,38,10,17.39,35.7,15.21
Serie_A,2018,Fiorentina,home,19,5,9,5,25,19,24,26.58,20.52,30.5
Serie_A,2018,Fiorentina,away,19,3,8,8,22,26,17,27.54,23.56,28.72
Serie_A,2018,AC Milan,home,19,12,4,3,31,17,40,30.55,20.55,33.85
Serie_A,2018,AC Milan,away,19,7,7,5,24,19,28,21.62,21.16,26.26
Serie_A,2018,Frosinone,home,19,1,6,12,14,38,9,20.15,33.19,18.98
Serie_A,2018,Frosinone,away,19,4,4,11,15,31,16,15.96,31.4,16.96
Serie_A,2018,Torino,home,19,12,2,5,32,19,38,29.55,22.53,30.05
Serie_A,2018,Torino,away,19,4,13,2,20,18,25,16.92,26.41,19.79
Serie_A,2018,Cagliari,home,19,8,6,5,23,20,30,26.68,25.34,28.0
Serie_A,2018,Cagliari,away,19,2,5,12,13,34,11,14.26,38.4,11.36
Serie_A,2018,SPAL 2013,home,19,5,7,7,20,26,22,22.83,23.4,25.91
Serie_A,2018,SPAL 2013,away,19,6,2,11,24,30,20,20.45,30.61,18.82
Serie_A,2018,Parma Calcio 1913,home,19,5,7,7,18,25,22,22.78,30.1,22.18
Serie_A,2018,Parma Calcio 1913,away,19,5,4,10,23,36,19,18.32,34.88,14.61
Serie_A,2019,Verona,home,19,9,5,5,29,25,32,26.64,24.15,27.11
Serie_A,2019,Verona,away,19,3,8,8,18,26,17,25.85,29.8,23.16
Serie_A,2019,Roma,home,19,10,4,5,36,27,34,44.83,22.92,39.76
Serie_A,2019,Roma,away,19,11,3,5,41,24,36,33.49,26.23,30.5
Serie_A,2019,Lazio,home,19,14,3,2,46,17,45,40.54,22.21,37.28
Serie_A,2019,Lazio,away,19,10,3,6,33,25,33,27.01,30.12,24.9
Serie_A,2019,Bologna,home,19,5,8,6,25,29,23,27.14,26.27,25.71
Serie_A,2019,Bologna,away,19,7,3,9,27,36,24,30.27,28.61,27.26
Serie_A,2019,Juventus,home,19,16,2,1,46,17,50,46.26,16.17,43.61
Serie_A,2019,Juventus,away,19,10,3,6,30,26,33,27.51,24.83,27.63
Serie_A,2019,Udinese,home,19,6,6,7,18,23,24,21.55,21.99,26.25
Serie_A,2019,Udinese,away,19,6,3,10,19,28,21,22.14,30.55,23.07
Serie_A,2019,Genoa,home,19,7,1,11,24,31,22,24.05,25.61,24.18
Serie_A,2019,Genoa,away,19,3,8,8,23,42,17,25.83,33.9,21.94
Serie_A,2019,Sampdoria,home,19,6,4,9,25,30,22,27.83,23.57,29.03
Serie_A,2019,Sampdoria,away,19,6,2,11,23,35,20,21.08,32.65,20.68
Serie_A,2019,Sassuolo,home,19,8,3,8,44,33,27,31.17,29.97,27.09
Serie_A,2019,Sassuolo,away,19,6,6,7,25,30,24,22.25,35.1,19.07
Serie_A,2019,Napoli,home,19,10,3,6,31,24,33,37.05,20.89,37.19
Serie_A,2019,Napoli,away,19,8,5,6,30,26,29,26.82,22.28,29.3
Serie_A,2019,Inter,home,19,11,6,2,40,17,39,40.8,20.4,39.42
Serie_A,2019,Inter,away,19,13,4,2,41,19,43,33.15,18.96,35.96
Serie_A,2019,Atalanta,home,19,12,2,5,51,26,38,43.37,17.99,40.69
Serie_A,2019,Atalanta,away,19,11,7,1,47,22,40,42.81,23.73,35.33
Serie_A,2019,Fiorentina,home,19,5,8,6,22,22,23,26.77,21.54,29.9
Serie_A,2019,Fiorentina,away,19,7,5,7,29,26,26,26.72,28.75,25.02
Serie_A,2019,AC Milan,home,19,9,6,4,31,20,33,33.6,22.37,33.81
Serie_A,2019,AC Milan,away,19,10,3,6,32,26,33,31.67,24.05,31.66
Serie_A,2019,Torino,home,19,7,4,8,23,30,25,21.17,30.98,20.57
Serie_A,2019,Torino,away,19,4,3,12,23,38,15,22.32,32.52,18.47
Serie_A,2019,Cagliari,home,19,7,4,8,32,28,25,23.95,29.15,21.86
Serie_A,2019,Cagliari,away,19,4,8,7,20,28,20,17.98,31.83,18.2
Serie_A,2019,SPAL 2013,home,19,2,4,13,16,40,10,20.72,32.3,17.1
Serie_A,2019,SPAL 2013,away,19,3,1,15,11,37,10,18.35,39.67,13.39
Serie_A,2019,Parma Calcio 1913,home,19,7,2,10,26,24,23,26.54,27.77,26.17
Serie_A,2019,Parma Calcio 1913,away,19,7,5,7,30,33,26,20.58,36.36,15.66
Serie_A,2019,Brescia,home,19,3,5,11,21,34,14,24.57,37.34,18.55
Serie_A,2019,Brescia,away,19,3,2,14,14,45,11,18.68,41.04,14.59
Serie_A,2019,Lecce,home,19,4,5,10,30,41,17,28.6,45.79,18.06
Serie_A,2019,Lecce,away,19,5,3,11,22,44,18,24.87,46.18,16.85
Serie_A,2020,Verona,home,19,5,7,7,20,23,22,27.65,23.93,28.86
Serie_A,2020,Verona,away,19,5,6,8,23,25,21,20.32,28.53,20.76
Serie_A,2020,Roma,home,19,13,4,2,42,18,43,41.51,20.92,38.74
Serie_A,2020,Roma,away,19,5,5,9,26,37,20,30.6,29.41,26.47
Serie_A,2020,Lazio,home,19,13,3,3,36,23,42,32.75,22.11,33.12
Serie_A,2020,Lazio,away,19,8,2,9,25,32,26,25.94,26.73,24.26
Serie_A,2020,Bologna,home,19,7,5,7,33,33,26,29.71,35.89,23.85
Serie_A,2020,Bologna,away,19,3,6,10,18,32,15,27.82,31.7,25.5
Serie_A,2020,Juventus,home,19,14,2,3,40,18,44,44.85,18.21,41.8
Serie_A,2020,Juventus,away,19,9,7,3,37,20,34,38.68,20.12,37.67
Serie_A,2020,Udinese,home,19,5,4,10,14,19,19,22.92,21.35,27.2
Serie_A,2020,Udinese,away,19,5,6,8,28,39,21,25.32,35.03,21.71
Serie_A,2020,Genoa,home,19,5,7,7,29,30,22,23.44,30.44,22.25
Serie_A,2020,Genoa,away,19,5,5,9,18,28,20,17.27,32.25,16.35
Serie_A,2020,Sampdoria,home,19,9,3,7,32,26,30,23.61,30.15,21.46
Serie_A,2020,Sampdoria,away,19,6,4,9,20,28,22,23.09,28.48,22.61
Serie_A,2020,Sassuolo,home,19,7,8,4,31,27,29,32.18,25.32,30.63
Serie_A,2020,Sassuolo,away,19,10,3,6,33,29,33,29.43,29.5,26.68
Serie_A,2020,Napoli,home,19,12,4,3,50,20,40,37.45,18.73,38.36
Serie_A,2020,Napoli,away,19,12,1,6,36,21,37,37.53,23.15,35.47
Serie_A,2020,Inter,home,19,17,1,1,53,18,52,38.09,21.89,37.21
Serie_A,2020,Inter,away,19,11,6,2,36,17,39,40.25,18.7,40.11
Serie_A,2020,Atalanta,home,19,12,3,4,49,24,39,42.79,20.73,38.16
Serie_A,2020,Atalanta,away,19,11,6,2,41,23,39,39.21,19.21,39.41
Serie_A,2020,Fiorentina,home,19,6,6,7,25,25,24,25.33,29.23,23.89
Serie_A,2020,Fiorentina,away,19,3,7,9,22,34,16,20.88,32.8,19.1
Serie_A,2020,AC Milan,home,19,8,6,5,31,24,30,37.93,24.53,34.94
Serie_A,2020,AC Milan,away,19,16,1,2,43,17,49,37.12,24.31,33.81
Serie_A,2020,Torino,home,19,3,9,7,25,36,18,26.13,30.5,25.15
Serie_A,2020,Torino,away,19,4,7,8,25,33,19,23.48,33.72,19.53
Serie_A,2020,Crotone,home,19,5,2,12,23,35,17,20.31,35.56,16.9
Serie_A,2020,Crotone,away,19,1,3,15,22,57,6,19.33,41.93,12.97
Serie_A,2020,Cagliari,home,19,5,4,10,22,32,19,22.65,31.82,20.8
Serie_A,2020,Cagliari,away,19,4,6,9,21,27,18,22.95,33.45,20.32
Serie_A,2020,Benevento,home,19,2,7,10,19,39,13,21.67,33.04,19.79
Serie_A,2020,Benevento,away,19,5,5,9,21,36,20,16.99,37.43,12.95
Serie_A,2020,Parma Calcio 1913,home,19,2,5,12,16,39,11,24.18,32.85,21.24
Serie_A,2020,Parma Calcio 1913,away,19,1,6,12,23,44,9,18.8,33.84,16.26
Serie_A,2020,Spezia,home,19,5,7,7,28,33,22,25.12,30.62,23.96
Serie_A,2020,Spezia,away,19,4,5,10,24,39,17,22.78,39.96,15.56
Serie_A,2021,Verona,home,19,9,3,7,34,25,30,26.96,25.85,26.15
Serie_A,2021,Verona,away,19,5,8,6,31,34,23,29.43,26.19,27.17
Serie_A,2021,Roma,home,19,10,6,3,26,16,36,32.96,18.14,36.28
Serie_A,2021,Roma,away,19,8,3,8,33,27,27,33.84,23.91,31.9
Serie_A,2021,Lazio,home,19,10,6,3,42,25,36,33.4,24.22,33.4
Serie_A,2021,Lazio,away,19,8,4,7,35,33,28,25.89,25.88,27.56
Serie_A,2021,Bologna,home,19,8,4,7,25,24,28,22.79,24.47,24.23
Serie_A,2021,Bologna,away,19,4,6,9,19,31,18,22.76,33.58,19.65
Serie_A,2021,Juventus,home,19,10,5,4,25,14,35,31.38,15.13,37.5
Serie_A,2021,Juventus,away,19,10,5,4,32,23,35,29.45,25.31,28.71
Serie_A,2021,Udinese,home,19,6,7,6,31,29,25,29.66,27.08,27.01
Serie_A,2021,Udinese,away,19,5,7,7,30,29,22,27.51,26.93,25.74
Serie_A,2021,Genoa,home,19,3,8,8,14,25,17,20.27,25.44,22.53
Serie_A,2021,Genoa,away,19,1,8,10,13,35,11,18.27,34.69,16.39
Serie_A,2021,Sampdoria,home,19,6,3,10,29,32,21,22.6,27.12,22.76
Serie_A,2021,Sampdoria,away,19,4,3,12,17,31,15,16.49,34.99,14.63
Serie_A,2021,Sassuolo,home,19,6,6,7,27,30,24,27.19,29.97,25.86
Serie_A,2021,Sassuolo,away,19,7,5,7,37,36,26,32.17,39.99,21.09
Serie_A,2021,Napoli,home,19,11,3,5,37,16,36,34.68,15.4,38.3
Serie_A,2021,Napoli,away,19,13,4,2,37,15,43,28.96,19.01,33.73
Serie_A,2021,Inter,home,19,14,3,2,48,16,45,50.86,16.57,44.46
Serie_A,2021,Inter,away,19,11,6,2,36,16,39,39.53,23.31,36.24
Serie_A,2021,Atalanta,home,19,4,8,7,31,29,20,35.3,26.35,31.44
Serie_A,2021,Atalanta,away,19,12,3,4,34,19,39,33.42,20.25,33.01
Serie_A,2021,Empoli,home,19,4,5,10,28,44,17,23.48,43.06,14.69
Serie_A,2021,Empoli,away,19,6,6,7,22,26,24,22.04,31.76,22.0
Serie_A,2021,Fiorentina,home,19,13,2,4,38,20,41,38.85,18.24,38.38
Serie_A,2021,Fiorentina,away,19,6,3,10,21,31,21,23.19,26.99,23.18
Serie_A,2021,AC Milan,home,19,12,4,3,28,12,40,32.44,14.72,37.81
Serie_A,2021,AC Milan,away,19,14,4,1,41,19,46,34.9,19.91,35.0
Serie_A,2021,Torino,home,19,8,5,6,29,21,29,31.6,21.7,32.33
Serie_A,2021,Torino,away,19,5,6,8,17,20,21,22.16,19.41,26.4
Serie_A,2021,Cagliari,home,19,3,6,10,20,33,15,23.96,30.3,22.81
Serie_A,2021,Cagliari,away,19,3,6,10,14,35,15,16.78,38.25,15.81
Serie_A,2021,Spezia,home,19,5,3,11,21,30,18,22.52,34.0,20.77
Serie_A,2021,Spezia,away,19,5,3,11,20,41,18,19.12,35.55,17.19
Serie_A,2021,Salernitana,home,19,3,6,10,17,39,15,21.18,31.84,19.08
Serie_A,2021,Salernitana,away,19,4,4,11,16,39,16,18.31,39.57,15.37
Serie_A,2021,Venezia,home,19,3,5,11,21,38,14,22.65,38.13,17.36
Serie_A,2021,Venezia,away,19,3,4,12,13,31,13,13.51,39.23,10.93
Serie_A,2022,Verona,home,19,6,3,10,20,32,21,21.27,29.2,21.96
Serie_A,2022,Verona,away,19,1,7,11,11,27,10,16.0,23.63,20.04
Serie_A,2022,Roma,home,19,11,3,5,28,15,36,34.17,17.22,36.01
Serie_A,2022,Roma,away,19,7,6,6,22,23,27,29.85,15.68,35.34
Serie_A,2022,Lazio,home,19,11,4,4,32,18,37,27.14,21.84,30.4
Serie_A,2022,Lazio,away,19,11,4,4,28,12,37,27.17,20.81,28.84
Serie_A,2022,Bologna,home,19,7,9,3,24,14,30,24.08,22.92,26.24
Serie_A,2022,Bologna,away,19,7,3,9,29,35,24,21.21,32.62,19.59
Serie_A,2022,Juventus,home,19,13,3,3,38,15,42,33.78,15.98,37.79
Serie_A,2022,Juventus,away,19,9,3,7,18,18,30,25.96,25.0,26.6
Serie_A,2022,Udinese,home,19,6,9,4,30,20,27,27.56,22.09,30.24
Serie_A,2022,Udinese,away,19,5,4,10,17,28,19,20.0,29.2,20.36
Serie_A,2022,Sampdoria,home,19,1,7,11,12,28,10,20.48,31.53,18.83
Serie_A,2022,Sampdoria,away,19,2,3,14,12,43,9,14.62,38.39,12.54
Serie_A,2022,Sassuolo,home,19,8,4,7,24,23,28,23.99,25.12,25.81
Serie_A,2022,Sassuolo,away,19,4,5,10,23,38,17,27.51,26.82,26.69
Serie_A,2022,Napoli,home,19,14,3,2,40,15,45,35.16,14.03,40.58
Serie_A,2022,Napoli,away,19,14,3,2,37,13,45,36.57,17.94,37.94
Serie_A,2022,Inter,home,19,14,0,5,37,14,42,35.67,14.41,40.82
Serie_A,2022,Inter,away,19,9,3,7,34,28,30,36.3,21.64,35.56
Serie_A,2022,Atalanta,home,19,10,3,6,38,26,33,34.43,19.77,34.91
Serie_A,2022,Atalanta,away,19,9,4,6,28,22,31,26.05,25.24,26.83
Serie_A,2022,Empoli,home,19,8,4,7,22,23,28,25.91,29.42,25.31
Serie_A,2022,Empoli,away,19,2,9,8,15,26,15,15.34,34.51,13.94
Serie_A,2022,Fiorentina,home,19,9,6,4,30,22,33,36.27,21.52,36.16
Serie_A,2022,Fiorentina,away,19,6,5,8,23,21,23,20.63,27.4,20.48
Serie_A,2022,AC Milan,home,19,13,4,2,41,20,43,40.16,17.5,40.16
Serie_A,2022,AC Milan,away,19,7,6,6,23,23,27,29.74,22.61,29.78
Serie_A,2022,Torino,home,19,5,7,7,15,19,22,20.66,17.42,27.77
Serie_A,2022,Torino,away,19,9,4,6,27,22,31,26.66,22.57,28.61
Serie_A,2022,Lecce,home,19,3,8,8,18,24,17,21.36,18.02,27.94
Serie_A,2022,Lecce,away,19,5,4,10,15,22,19,15.58,25.45,19.26
Serie_A,2022,Spezia,home,19,4,8,7,18,30,20,21.43,30.34,20.64
Serie_A,2022,Spezia,away,19,2,5,12,13,32,11,19.21,33.48,17.07
Serie_A,2022,Salernitana,home,19,7,6,6,30,26,27,20.46,34.82,18.82
Serie_A,2022,Salernitana,away,19,2,9,8,18,36,15,14.98,37.8,11.85
Serie_A,2022,Monza,home,19,7,5,7,25,22,26,24.27,25.36,25.56
Serie_A,2022,Monza,away,19,7,5,7,23,30,26,20.54,29.9,21.28
Serie_A,2022,Cremonese,home,19,4,4,11,15,31,16,16.82,35.16,15.69
Serie_A,2022,Cremonese,away,19,1,8,10,21,38,11,19.77,34.39,16.88
Serie_A,2023,Verona,home,19,6,6,7,23,26,24,19.89,29.2,19.48
Serie_A,2023,Verona,away,19,3,5,11,15,25,14,18.57,29.33,18.68
Serie_A,2023,Roma,home,19,12,4,3,38,19,40,30.46,15.01,36.31
Serie_A,2023,Roma,away,19,6,5,8,27,27,23,26.46,32.02,22.95
Serie_A,2023,Lazio,home,19,10,4,5,23,14,34,27.35,16.38,34.07
Serie_A,2023,Lazio,away,19,8,3,8,26,25,27,24.04,28.87,23.71
Serie_A,2023,Bologna,home,19,12,5,2,33,12,41,29.31,16.86,34.19
Serie_A,2023,Bologna,away,19,6,9,4,21,20,27,24.71,22.84,27.21
Serie_A,2023,Juventus,home,19,11,7,1,26,11,40,34.69,11.12,43.02
Serie_A,2023,Juventus,away,19,8,7,4,28,20,31,28.79,20.65,31.62
Serie_A,2023,Udinese,home,19,1,11,7,21,29,14,24.4,25.24,27.1
Serie_A,2023,Udinese,away,19,5,8,6,16,24,23,20.48,27.9,21.92
Serie_A,2023,Genoa,home,19,8,6,5,27,22,30,21.37,22.36,25.06
Serie_A,2023,Genoa,away,19,4,7,8,18,23,19,17.32,25.41,19.27
Serie_A,2023,Sassuolo,home,19,5,5,9,23,34,20,20.78,32.92,17.79
Serie_A,2023,Sassuolo,away,19,2,4,13,20,41,10,22.75,34.0,21.85
Serie_A,2023,Napoli,home,19,6,7,6,24,27,25,39.86,24.88,34.94
Serie_A,2023,Napoli,away,19,7,7,5,31,21,28,28.63,17.01,33.33
Serie_A,2023,Inter,home,19,14,4,1,44,11,46,47.51,14.66,44.65
